full_text,category,user_id_str,username,created_at,klasifikasi Text Blob,klasifikasi_SVM
huhuhu meskipun aku lolosnya studi independen but i tetep bangga jadi salah satu diterima pendaftar,Pengalaman keseluruhan,1.18E+18,Cosm1cVoyager,Sun Jan 28 02:12:44 +0000 2024,Positif,Positif
bangkit bukannya bagian msib magang studi independen bersertifikat iiw,Pengalaman keseluruhan,1.43E+18,narcovarga,Sat Jan 27 15:38:53 +0000 2024,Netral,Netral
um ambil msib studi independen magang mandiri moga gak tipes,Pengalaman keseluruhan,7.41E+17,um_fess,Sat Jan 27 12:57:40 +0000 2024,Netral,Netral
studi independen gblk,Pengalaman keseluruhan,1.36E+18,Hakai_Zero,Sat Jan 27 10:32:43 +0000 2024,Netral,Netral
plis lah nangis bbanget aku pernah lolo studi independen allah,Pengalaman keseluruhan,1.73E+18,jalanmalam311,Sat Jan 27 02:44:43 +0000 2024,Netral,Netral
kok si dulu aku nga liat wa isi nya pengumuman aku lolos studi independen kek plis lah zul kamu ngapain aja sampe ga liat kalo kamu lolos kek allah nyesel banget deh andai waktu liat ikutin alur nya,Pengalaman keseluruhan,1.22E+18,flaintudemun,Sat Jan 27 02:40:39 +0000 2024,Negatif,Negatif
studi independen akuu hmm kayak bootcamptraining lebih tepatnya,Pengalaman keseluruhan,1.31E+18,flurrysulky,Sat Jan 27 00:09:04 +0000 2024,Positif,Positif
ikut organisasi gak preferensi km lakuin kayak kerja kursus studi independen magang mandiri byk banget km lakuin pokoknya selama kuliah cari pengalaman sebanyak mungkin,Pengalaman keseluruhan,1.59E+18,fullunacy,Fri Jan 26 16:19:38 +0000 2024,Positif,Positif
kakk mungkin kalo mau bs ikut pelatihan online brevet pajak ab udh plus gelar profesi ctt jugaa kak udah gt bs dapet course studi independen bersertifikat utk tambah portofolio,Pengalaman keseluruhan,1.69E+18,darlshoyo,Fri Jan 26 09:45:36 +0000 2024,Netral,Netral
studi independen kak,Pengalaman keseluruhan,1.37E+18,rfpramsw,Wed Jan 24 03:37:38 +0000 2024,Netral,Netral
iyaa nder emg segabut aku aja sampe ikut studi independen smbl magang wkwkwk,Pengalaman keseluruhan,2884423886,markwuff,Wed Jan 24 03:30:26 +0000 2024,Netral,Netral
studi independen kak,Pengalaman keseluruhan,1.04E+18,hanjinisme,Wed Jan 24 02:29:45 +0000 2024,Netral,Netral
nih kalian tuh kalo emang benerÃ¢Â² gaada pengalaman sadar diri lah msib tuh udah dibuka semester kalian ikut studi independen bersertifikat sib nya dulu buat nambahin sertif cv kalian jangan maunya cepet doang la,Administrasi,1.74E+18,KoryArjana,Tue Jan 23 22:00:27 +0000 2024,Positif,Positif
happy th anniversary fromis_ terima kasih menamani stres lelah nya skripsian studi independen ku semoga kalian sehat terus terus menemani ku stres fromis__happy_th_anniversary Ã­Ã«ÅÃ«Ã¬Å¡Ã«Ã¬_xd__Ã«_xd_Ã«Ã¬Â¼Ã«_Ã¬Ã­Ã­,Pengalaman keseluruhan,531101611,alungzii,Tue Jan 23 16:05:18 +0000 2024,Positif,Positif
emang studi independen liat cv kalo magang wajar lah tuh daftar sekian ribu loh beberapa ribu punya pengalaman pintar mempercantik cv kamu selama semester gak ngapain ngarep ap,Pengalaman keseluruhan,1.14E+18,bluehour304,Tue Jan 23 14:46:02 +0000 2024,Positif,Positif
nay menurutku organisasi cukup smpe smt aja periode trs selanjutnya pikirin ranah lebih profesional intern magang studi independen nyicil outlinetaskripsi,Pengalaman keseluruhan,1.57E+18,beealtz,Tue Jan 23 13:57:43 +0000 2024,Positif,Positif
klo dah ikut studi independen ikut magang mandiri ga,Pengalaman keseluruhan,1.49E+18,kayshilayu,Mon Jan 22 17:18:15 +0000 2024,Netral,Netral
hemish goblok ketinggalan form studi independen buat sempro plsss mba elyana bolehin buka lg,Pengalaman keseluruhan,1639495381,hemishrp,Mon Jan 22 07:27:48 +0000 2024,Netral,Netral
bentar conver sks bukanya magamg merdeka studi independen digitalen buat udah lulus fresh graduate,Administrasi,1.18E+18,ClpFajar,Mon Jan 22 05:00:56 +0000 2024,Positif,Positif
ness kalian ikut studi independen batch rekog kkn emang batch sekarang gabisa,Administrasi,1.19E+18,unnesmenfess,Mon Jan 22 04:11:54 +0000 2024,Positif,Positif
studi independen program data analyst udah grup bareng mitranya,Pengalaman keseluruhan,1.61E+18,flowerayy_,Sun Jan 21 23:24:48 +0000 2024,Netral,Netral
keterima studi independen belajar uiux design figma nol dapet ip utk pertama kalinya,Pengalaman keseluruhan,1.29E+18,cafunecafein,Sun Jan 21 19:16:08 +0000 2024,Positif,Positif
 gaes mau tanya studi independen ngapain aja sih,Pengalaman keseluruhan,1.05E+18,collegemenfess,Sun Jan 21 14:44:43 +0000 2024,Netral,Netral
jurusanku ga kkn hapus aja skripsi hapus mending ganti sama pengalaman magang kegiatan magang nya aja presentasikan telaah proposal magang kegiatan studi independen nya apapun berhubungan sama kegiata,Pengalaman keseluruhan,1.46E+18,gulungenak_,Sun Jan 21 05:04:12 +0000 2024,Positif,Positif
mbkm kan gak wajib hehe kalo gak mau jdi budak korporat ikut program pengabdian studi independen penelitian,Pengalaman keseluruhan,9.46E+17,yourmaglyn,Sun Jan 21 04:52:07 +0000 2024,Netral,Netral
udh gt masuknya studi independen doang gbs yang xixixixiixxi,Pengalaman keseluruhan,1.13E+18,slaluserak,Sun Jan 21 04:09:58 +0000 2024,Netral,Netral
terus msib batch selanjutnya gue coba apply bidang sama kyak studi independen gue bidang gue suka alhamdulillah batch kemarin gue tembus magang msib salah satu perusahaan bmn dg posisi gue minati,Pengalaman keseluruhan,1.01E+18,wortelboom97,Sun Jan 21 02:00:36 +0000 2024,Netral,Netral
sampe akhirnya gue ikut studi independen bidang gue suka sini masi struggle banget mau apply intern luar msib bidang sama kyak studi independen gue mana pengalaman bidang cuma studi independen,Pengalaman keseluruhan,1.01E+18,wortelboom97,Sun Jan 21 01:59:07 +0000 2024,Positif,Positif
ikut studi independen gue udh pernah intern wfh beberapa startup blm terlalu gede sebenernya tp sini jg gue dapet koneksi bahkan ngebantu gue selama proses pendaftaran msib ngasih info magang loker sampe skrg,Pengalaman keseluruhan,1.01E+18,wortelboom97,Sun Jan 21 01:59:05 +0000 2024,Negatif,Negatif
tl gue tbtb rame ttg msib nih wkwk jujurly kali gue ikut msib mitra sub program berbeda pertama studi independen kedua magang gue ngerasa sangat terbantu nemuin jenjang karir apa gue mau kedepannya,Pengalaman keseluruhan,1.01E+18,wortelboom97,Sun Jan 21 01:51:37 +0000 2024,Positif,Positif
mbkm banyak buka usaha sendiri bidang teknologi diajarkan studi independen ngga semuanya corporate blm jelajahi lebih aja,Pengalaman keseluruhan,1.04E+18,trogoldyte,Sun Jan 21 00:01:44 +0000 2024,Positif,Positif
 gais meskipun ikut studi independen aja ntar ga yusidium duluu btw aku semester ga konversi samsek aku komitmen bakalan nyelesaiin stupenn,Pengalaman keseluruhan,1.05E+18,collegemenfess,Sat Jan 20 23:33:51 +0000 2024,Positif,Positif
 gais meskipun ikut studi independen aja ntar ga yusidium duluu btw aku semester,Pengalaman keseluruhan,1.05E+18,collegemenfess,Sat Jan 20 22:48:09 +0000 2024,Netral,Netral
kaak program mbkm banyak kook mahasiswa bebas milih ga cuman magang mahasiswa milih kalo tertarik dunia bisnis wirausaha merdeka tertarik ngajar programnya mau studi independen monggo banyak kookÃ¯_xf_,Pengalaman keseluruhan,1.10E+18,Sayaya_z,Fri Jan 19 19:00:53 +0000 2024,Positif,Positif
wkwkw aneh jg aku tau kampus merdeka ga cuma magang doang studi independen bkn nya belajar jg n sumbernya ga kampus tp luar kampus berarti esensi akademiknya masi a,Pengalaman keseluruhan,1.39E+18,potetopuff,Fri Jan 19 18:37:51 +0000 2024,Negatif,Negatif
plus jangan lupa mbkm bukan cuma msib aja banyak program lho misalnya kampus mengajar studi independen wirausaha merdeka,Pengalaman keseluruhan,90809267,dbrahmantyo,Fri Jan 19 18:31:02 +0000 2024,Positif,Positif
balik masingmasing menganggap program magang apa program kampus merdeka bukan magang aja kok pmm pkm mengajar studi independen termasuk kalian belajar terkun univ join studi independen,Pengalaman keseluruhan,1.74E+18,icejavatea08,Fri Jan 19 17:35:49 +0000 2024,Netral,Netral
pengen nyoba ikutan kayak bootcamp gratis ikut studi independen gamau ikut yaudahhh kelas ajaa dosennya mau ngajar kok fafifu gini biasanya emg blm paham si kurikulum merdeka gimana,Pengalaman keseluruhan,7.72E+17,mxxmillnn,Fri Jan 19 17:24:25 +0000 2024,Positif,Positif
mjb bahkan studi independen salah satu nya kalian mau fokus belajar studi suatu bidang jadi banyak option ditawarkan kalian kedepannya mau bagaimana,Pengalaman keseluruhan,1.74E+18,icejavatea08,Fri Jan 19 17:03:43 +0000 2024,Positif,Positif
setuju fresh graduate oke banget kampus mengajar msib magang studi independen sm wirausaha tp riset kkn iisma bagusnya emg pas lg kuliah,Pengalaman keseluruhan,8.84E+17,beaudize,Fri Jan 19 16:57:18 +0000 2024,Positif,Positif
bukannya kampus merdeka opsional kalopun program studi independen ditawarin mahasiswa bukan cuma magang aja,Pengalaman keseluruhan,1.20E+18,arii_pasma,Fri Jan 19 16:49:15 +0000 2024,Netral,Netral
imo mahasiswa vokasi sebenernya kampus merdeka oke sih kurang tahu kampus akademik anyway kampus vokasi outputnya jadi pekerja jadi km lumayan membantu ngasih opsi magang studi independen disediakan kampus,Pengalaman keseluruhan,1.34E+18,garisbaru,Fri Jan 19 15:28:06 +0000 2024,Positif,Positif
padahal programnya gak cuma magang jadi budak corporat xixixi udah kenal sama program lainnya blom nder membangun desa kewirausahaan penelitian belajar skill baru studi independen maasih byk bahkan kamu,Pengalaman keseluruhan,1.23E+18,ayyeonnichanz,Fri Jan 19 14:38:30 +0000 2024,Positif,Positif
dapet studi independen sekaligus dapet sertif insentif biasanya afiliasi sama perusahaan gt,Pengalaman keseluruhan,1302684944,Klaruzaa,Fri Jan 19 13:48:23 +0000 2024,Negatif,Negatif
kan kampus merdeka sertifikasi bootcamp gratis studi independen sama dikonversi so why sama buatan nadiem,Administrasi,8.79E+17,lllamachu,Fri Jan 19 12:58:49 +0000 2024,Positif,Positif
anak uwin ikut program magangexchangestudi independen mana kalau gak ikut program kemendikbud,Pengalaman keseluruhan,1.73E+18,casenumberfour,Fri Jan 19 12:30:00 +0000 2024,Netral,Netral
guys gasih ga lolos studi independen bersertifikat,Pengalaman keseluruhan,1.33E+18,tanyakanrl,Fri Jan 19 11:00:12 +0000 2024,Netral,Netral
merdeka belajar mahasiswa memilih mau belajar apaa diwajibkan belajar kampus ikut program kampus mengajar dg mengajar sdsmk studi independen spt materi data analyst ga dapet ling,Pengalaman keseluruhan,7.72E+17,mxxmillnn,Fri Jan 19 09:44:54 +0000 2024,Netral,Netral
kampus merdeka programnya gw bagus loh gak cuma nyiapin orang buat jadi budak korporat proram kampus merdeka iisma kampus mengajar mahasiswa wirausaha studi independen,Pengalaman keseluruhan,1.01E+18,elnoiiaa,Fri Jan 19 09:27:48 +0000 2024,Positif,Positif
ga setuju sih msib isi nya magang studi independen emang output jadi naks korporat kan program pmm guru mengajar wirausaha merdeka nyaa gw sih program kampus merdeka ngebantu gw bg,Pengalaman keseluruhan,7.42E+17,suratSebelah38_,Fri Jan 19 09:27:04 +0000 2024,Netral,Netral
dilihat cuma magangnya padahal mbkm program realita banyak kuliah tuk mencari kerja bukan tuk akademisi menteri melihat munculah mbkm salah satunya studi independen output programnya sertifikasi keahlian jelas men,Pengalaman keseluruhan,1.31E+18,VoxjustViegoo,Fri Jan 19 08:30:29 +0000 2024,Positif,Positif
lengkapnya magang studi independen bersertifikat alias program kampus merdeka,Pengalaman keseluruhan,3221481637,kitschune,Fri Jan 19 08:04:26 +0000 2024,Positif,Positif
sobatkursus program magang studi independen bersertifikat msib gelombang kali menggandeng lembaga penyelenggara kursus pelatihan bawah naungan direktorat kursus pelatihan menjadi mitra lembaga,Pengalaman keseluruhan,1.00E+18,kursuskita,Fri Jan 19 07:27:13 +0000 2024,Netral,Netral
i disagree mbkmmerdeka belajar malah ngebantu banget kl sblmnya nyari magang sendiri kl skrg milih mau mahang lbh permudah gk ikut magang ikut kyl studi independen jg dapet uang saku pengalaman sertif n,Pengalaman keseluruhan,1302684944,Klaruzaa,Fri Jan 19 06:42:25 +0000 2024,Positif,Positif
ga ah tergantung perspektif program kampus mana mungkin orangorang lihat cuma magang sama studi independen aja memang program tuh rame lah dibicarakan padahal juga tuh program kampus mengaja,Pengalaman keseluruhan,1.00E+18,ceknadilagi,Fri Jan 19 06:36:55 +0000 2024,Negatif,Negatif
sejauh studi independen nya bagus ku malah ku lebih banyak ilmu aku dapatkan studi independen praktek ngoding kampus justru kampus lebih banyak teori nya kayak belajar sdlc praktek nya malah kurang,Pengalaman keseluruhan,1.61E+18,mobiledevamin,Fri Jan 19 06:24:26 +0000 2024,Positif,Positif
studi independen bagus lhoh,Pengalaman keseluruhan,1.53E+18,anya_forgett,Fri Jan 19 06:20:01 +0000 2024,Positif,Positif
btw kampus merdeka ga cuma msib mmd studi independen kampus mengajar lupa tergantung pilihan mahasiswanya cenderung mana minatnya,Pengalaman keseluruhan,1.70E+18,mimamabel,Fri Jan 19 06:16:19 +0000 2024,Netral,Netral
maksudnya gimana aku liat adik s kebantu dgn adanya program magang sama studi independen,Pengalaman keseluruhan,1.33E+18,akgaeblackpink,Fri Jan 19 06:11:21 +0000 2024,Negatif,Negatif
padahal program kampus merdeka ga melulu soal magang program mahasiswa wirausaha pertukaran kampus studi independen mahasiswa gapernah dipaksa buat ikut programprogram Ã¢_xd_Ã¯_xf_,Pengalaman keseluruhan,1.07E+18,ddidimana,Fri Jan 19 06:01:18 +0000 2024,Negatif,Negatif
hmm kl mengkritisi program kampus merdeka gue gak sepenuhnya benar krn sebenernya mahasiswa dikasih kebebasan kl tertarik korporat bs magang penelitian bs studi independen pengajaran bs kampus mengajar bisnis bs wirausaha merdeka bidang bs pertukaran pelajar,Pengalaman keseluruhan,8.16E+17,citnnamon,Fri Jan 19 05:51:22 +0000 2024,Positif,Positif
ness sini anak fh pernah ikut studi independen ikut batch ga sender mau tanya tanya,Pengalaman keseluruhan,1.19E+18,unnesmenfess,Fri Jan 19 04:34:13 +0000 2024,Netral,Netral
 pernah ikut studi independen parttimefreelance wfh cari info nya tia,Pengalaman keseluruhan,1.05E+18,collegemenfess,Fri Jan 19 04:21:47 +0000 2024,Netral,Netral
guys sama lolos disini ga btw dilema banget ambil ga soalnya aku udh semester pas program studi independen udh gada email offering masuk,Pengalaman keseluruhan,1.33E+18,tanyakanrl,Fri Jan 19 02:30:07 +0000 2024,Negatif,Negatif
ehh seriusan kak pantesan jangankan magang aku studi independen aja pengen dapet rasanya susah banget batch sekarang,Pengalaman keseluruhan,1.42E+18,floweringtales,Thu Jan 18 21:48:40 +0000 2024,Negatif,Negatif
harusnya akhir tahun semester studi independen topikjudulnya bakal kepake buat sempro udah maksimal hari,Pengalaman keseluruhan,631018892,CallictusK,Thu Jan 18 16:40:11 +0000 2024,Netral,Netral
studi independen tes wawancaranya ngga sih kak ,Pengalaman keseluruhan,1.05E+18,collegemenfess,Wed Jan 17 03:00:19 +0000 2024,Netral,Netral
open joki tugas laporan magang studi independen dikerjakan alumni magang studi independen kampus merdeka langsung tanyatanya dulu jg banget langsung wa bio jokijurnal jokimakalah jokitugas zonaba zonajajan zonauangÃ¡ Ã¡,Pengalaman keseluruhan,1.33E+18,matchachwann,Wed Jan 17 01:56:18 +0000 2024,Positif,Positif
jurusan apa aja belajar ai gak teknik a thread studi independen cendekiawan by aws x revou,Pengalaman keseluruhan,1.35E+18,revoudotco,Wed Jan 17 01:45:25 +0000 2024,Positif,Positif
dii studi independen msib kampus merdekaa seleksinyaa cuma berkas cv transkrip tp tergantung program apa diambil jugaa psiko test wawancara tps gituu,Pengalaman keseluruhan,1.13E+18,qibiillll,Tue Jan 16 17:04:35 +0000 2024,Netral,Netral
jenis kegiatan pertama kampus mengajar basically ngajar sekolah magang bersertifikat magang perusahaan studi independen belajar istilahnya mentoring nilai proyek akhirnya durasinya bul,Pengalaman keseluruhan,1.31E+18,lunarofapril,Tue Jan 16 13:52:35 +0000 2024,Positif,Positif
mbkm banyak kak kek magang studi independen proyek desa pertukaran pelajar biasanya per batch satu semester lokasi tergantung jenis mbkm nya univ luar negri perusahaan instansi bahkan desa,Pengalaman keseluruhan,1.22E+18,fbputrnd,Tue Jan 16 13:49:20 +0000 2024,Negatif,Negatif
alasan maju mundur ikut pkm kemarin rencananyakan mau magang ganti plan jadi ikut studi independen aja kalau gak ikut kegiatan gabut online rumah terus,Pengalaman keseluruhan,1.50E+18,hatagid,Tue Jan 16 12:21:17 +0000 2024,Netral,Netral
 pernah studi independen hacktiv ngga mau minta testimoninya plus minus nya apa,Pengalaman keseluruhan,1.05E+18,collegemenfess,Tue Jan 16 11:58:18 +0000 2024,Negatif,Negatif
omg kak ga notifnya maap telat bales mau nanya berarti ngisi siak buat msib studi independen gak gak usah kan kalo magang mandiri sks tuh kalo msib gak,Pengalaman keseluruhan,1.50E+18,dilfnyaaku,Tue Jan 16 11:57:46 +0000 2024,Negatif,Negatif
skripsi nya malah ga ngandat jadwal bentrok jadwal kegiatan msib nya burnout mikirin kegiatan msib skripsinya jadi amburadul aku dulu semester full msib dulu lolos studi independen mana kegiatannya,Pengalaman keseluruhan,2181650744,itsmeAldichan,Tue Jan 16 11:38:47 +0000 2024,Positif,Positif
magang digaji kak studi independen engga program gatau,Pengalaman keseluruhan,1.00E+18,renasshk,Tue Jan 16 09:05:15 +0000 2024,Netral,Netral
kalian pernah ambil studi independen studpen kuliah lebih dri sks ga aku mau tanya msib,Pengalaman keseluruhan,9.44E+17,aeseratic,Tue Jan 16 08:54:01 +0000 2024,Positif,Positif
diganti kampus mengajar msib studi independen nder,Pengalaman keseluruhan,1.37E+18,hngggsss,Tue Jan 16 07:11:46 +0000 2024,Netral,Netral
cek webig kampus merdeka program banyak mengajar studi independen magang salah satu perusahaanmitra disana,Pengalaman keseluruhan,1.00E+18,renasshk,Tue Jan 16 06:47:09 +0000 2024,Positif,Positif
mbkm merdeka belajar kampus merdeka banyak program disediakan contohnya madang studi independen kampus mengajarnya,Pengalaman keseluruhan,1.47E+18,hardi_santay23,Tue Jan 16 06:42:08 +0000 2024,Positif,Positif
gimana amjink bingung banget lolos studi independen tp berharap magang mana hari batas nerima offeringnya,Pengalaman keseluruhan,1.25E+18,ontnextlevel,Tue Jan 16 05:10:21 +0000 2024,Positif,Positif
eh kalo studi independen isi siaknya apa pls jawab dong ga usah,Administrasi,4189814085,McDonaldisasi,Tue Jan 16 02:23:08 +0000 2024,Netral,Netral
aku dulu gak magang lewat msib udah ikut kali program pmm sama studi independen sempat khawatir eh dapetnya magang museum info magang banyak nder asal aktif aja nyarinya platform ig banyak,Pengalaman keseluruhan,9.54E+17,wrizarding,Tue Jan 16 02:10:12 +0000 2024,Netral,Netral
pas aku cek website nya kemaren sih semua udh tutup kak baik magang ataupun studi independen aku liat nya web kampusmerdeka mah iiw yaa maaf nder notifnya baru rep kmunya,Pengalaman keseluruhan,1261863782,annyeonghei,Tue Jan 16 01:39:36 +0000 2024,Negatif,Negatif
permisi mau tanya kalo diterima studi independen pkl dikonversikan ga tanya pihak ut ga dijawab,Pengalaman keseluruhan,1.52E+18,gun_carat,Tue Jan 16 01:22:45 +0000 2024,Negatif,Negatif
