full_text,category,user_id_str,username,created_at,tokenized,stemmed,tweet_english,klasifikasi
 kalau smt ikut studi independen daftar magang mandiri kampus mengajar ga si,pengalaman keseluruhan,1.05E+18,collegemenfess,Thu Feb 08 01:42:25 +0000 2024,"['kalau', 'smt', 'ikut', 'studi', 'independen', 'daftar', 'magang', 'mandiri', 'kampus', 'mengajar', 'ga', 'si']",kalau smt ikut studi independen daftar magang mandiri kampus ajar ga si,If SMT takes part in an independent study list of Mandiri Campus Internal Teaching Ga Si,Netral
 temen pernah ikut studi independen kerja full time ga kalian waktunya gimanaa klo lg mentoring aku kepikiran pgn kerja tp takut keteteran sm project stupennya,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed Feb 07 07:30:53 +0000 2024,"['temen', 'pernah', 'ikut', 'studi', 'independen', 'kerja', 'full', 'time', 'ga', 'kalian', 'waktunya', 'gimanaa', 'klo', 'lg', 'mentoring', 'aku', 'kepikiran', 'pgn', 'kerja', 'tp', 'takut', 'keteteran', 'sm', 'project', 'stupennya']",temen pernah ikut studi independen kerja full time ga kalian waktu gimanaa klo lg mentoring aku pikir pgn kerja tp takut keteter sm project stupennya,"friends have participated in an independent study of full time work, how come you are the time, how about it if I think I think of work but I'm afraid",Negatif
catatan akhir sekolah pesan siapa berniat menempuh studi doktoral menekankan bahwaÃ¢ tujuan goalÃ¢ utama melaksanakan studi s doktor menjadi seorang peneliti independen bukan publikasi,pengalaman keseluruhan,316354887,DanangCAHYADI,Wed Feb 07 03:12:54 +0000 2024,"['catatan', 'akhir', 'sekolah', 'pesan', 'siapa', 'berniat', 'menempuh', 'studi', 'doktoral', 'menekankan', 'bahwaÃ¢', 'tujuan', 'goalÃ¢', 'utama', 'melaksanakan', 'studi', 's', 'doktor', 'menjadi', 'seorang', 'peneliti', 'independen', 'bukan', 'publikasi']",catat akhir sekolah pesan siapa niat tempuh studi doktoral tekan bahwa tuju goal utama laksana studi s doktor jadi orang teliti independen bukan publikasi,Final Notes of School Message Who intends to take a doctoral study emphasize that the main goal goals are carrying out the doctor's study into an independent researcher instead of publication,Positif
kritik kepemimpinan pak mukidi memicu kampanye pembentukan kelompok studi independen beberapa fakultas,pengalaman keseluruhan,1.70E+18,DidinNasmi,Tue Feb 06 14:32:49 +0000 2024,"['kritik', 'kepemimpinan', 'pak', 'mukidi', 'memicu', 'kampanye', 'pembentukan', 'kelompok', 'studi', 'independen', 'beberapa', 'fakultas']",kritik pimpin pak mukidi picu kampanye bentuk kelompok studi independen beberapa fakultas,Pak Mukidi's leadership criticism triggered a campaign to form an independent study group of several faculties,Netral
acara diselenggarakan foreign policy community of indonesia sebuah organisasi studi kebijakan luar negeri nonpartisan nonpolitik independen didirikan membahas memperkenalkan isuisu hubungan internasional,pengalaman keseluruhan,1.29E+18,irbinus,Tue Feb 06 11:57:36 +0000 2024,"['acara', 'diselenggarakan', 'foreign', 'policy', 'community', 'of', 'indonesia', 'sebuah', 'organisasi', 'studi', 'kebijakan', 'luar', 'negeri', 'nonpartisan', 'nonpolitik', 'independen', 'didirikan', 'membahas', 'memperkenalkan', 'isuisu', 'hubungan', 'internasional']",acara selenggara foreign policy community of indonesia buah organisasi studi bijak luar negeri nonpartisan nonpolitik independen diri bahas kenal isuisu hubung internasional,"The event was held by the Foreign Policy Community of Indonesia, an independent nonpolitic foreign policy study organization was founded to discuss the issue of international relations",Negatif
work guys kalo pengalaman studi independen kampus merdeka dimasukinnya bagian apa kalo cv,pengalaman keseluruhan,1.24E+18,worksfess,Tue Feb 06 06:00:00 +0000 2024,"['work', 'guys', 'kalo', 'pengalaman', 'studi', 'independen', 'kampus', 'merdeka', 'dimasukinnya', 'bagian', 'apa', 'kalo', 'cv']",work guys kalo alam studi independen kampus merdeka dimasukinnya bagi apa kalo cv,Work guys if the experience of the independent study of the Merdeka campus is included in what part if CV,Netral
semester ukm bahasa inggris debat aiesec semester aiesec semester aiesec lab galeri investasi beswan djarum semester lab galeri investasi beswan djarum semester studi independen beswan djarum semester skripsi magang sk,pengalaman keseluruhan,1.48E+18,akaarashii,Tue Feb 06 04:02:38 +0000 2024,"['semester', 'ukm', 'bahasa', 'inggris', 'debat', 'aiesec', 'semester', 'aiesec', 'semester', 'aiesec', 'lab', 'galeri', 'investasi', 'beswan', 'djarum', 'semester', 'lab', 'galeri', 'investasi', 'beswan', 'djarum', 'semester', 'studi', 'independen', 'beswan', 'djarum', 'semester', 'skripsi', 'magang', 'sk']",semester ukm bahasa inggris debat aiesec semester aiesec semester aiesec lab galeri investasi beswan djarum semester lab galeri investasi beswan djarum semester studi independen beswan djarum semester skripsi magang sk,SEMESTER UKM English Debate AIESEC AIESEC Semester AIESEC Lab Investment Gallery Beswan Djarum Semester Investment Gallery Beswan Djarum Semester Independent Study Beswan Djarum Semester SK Internship,Netral
pilih msib studi independen apa magang yh enaknya braw,pengalaman keseluruhan,1.17E+18,ubsansfess,Mon Feb 05 11:55:37 +0000 2024,"['pilih', 'msib', 'studi', 'independen', 'apa', 'magang', 'yh', 'enaknya', 'braw']",pilih msib studi independen apa magang yh enak braw,Choose MSIB Independent Study What Internship YH is delicious Braw,Positif
gimana sama msib kalau mau beda kewajiban moralnya opsional msib kerja studi independen lingkungannya bukan kelas meskipun multicultural diaplikasikan skemanya beda makanya opsional,pengalaman keseluruhan,1.08E+18,koitsuwaningen,Mon Feb 05 10:59:36 +0000 2024,"['gimana', 'sama', 'msib', 'kalau', 'mau', 'beda', 'kewajiban', 'moralnya', 'opsional', 'msib', 'kerja', 'studi', 'independen', 'lingkungannya', 'bukan', 'kelas', 'meskipun', 'multicultural', 'diaplikasikan', 'skemanya', 'beda', 'makanya', 'opsional']",gimana sama msib kalau mau beda wajib moral opsional msib kerja studi independen lingkung bukan kelas meski multicultural aplikasi skema beda makanya opsional,How about Msib if you want an optional moral obligation to work MSIB work independently the environment is not a class even though multicultural is applied the scheme is different so optional,Netral
ikut kak pernah ambil kampus mengajar sekarang ngikutin studi independen cuman penasaran aja programnya pak anies tsb dihandle kampus masing sistemnya bagaimana soalnya mbkm jujur menur,pengalaman keseluruhan,1.58E+18,neng_kunci,Mon Feb 05 05:15:07 +0000 2024,"['ikut', 'kak', 'pernah', 'ambil', 'kampus', 'mengajar', 'sekarang', 'ngikutin', 'studi', 'independen', 'cuman', 'penasaran', 'aja', 'programnya', 'pak', 'anies', 'tsb', 'dihandle', 'kampus', 'masing', 'sistemnya', 'bagaimana', 'soalnya', 'mbkm', 'jujur', 'menur']",ikut kak pernah ambil kampus ajar sekarang ngikutin studi independen cuman penasaran aja program pak anies tsb dihandle kampus masing sistem bagaimana soal mbkm jujur menur,"Sis ever took the teaching campus now to follow an independent study, but the program is just the program, Mr. Anies, on the campus, the system is the problem, because MBKM is honest with Menur",Positif
studi independen aku baru mulai tanggal februari aku ga ambil prethesis jadi skrg enaknya ngapain,pengalaman keseluruhan,1.12E+18,BaronBram,Mon Feb 05 05:01:57 +0000 2024,"['studi', 'independen', 'aku', 'baru', 'mulai', 'tanggal', 'februari', 'aku', 'ga', 'ambil', 'prethesis', 'jadi', 'skrg', 'enaknya', 'ngapain']",studi independen aku baru mulai tanggal februari aku ga ambil prethesis jadi skrg enak ngapain,Independent study I just started on February I didn't take prethesis so now,Netral
haloo seluruh mahasiswa indonesia dita maharani putri siap mengikuti magang studi independen bersertifikat angkatan magangmerdeka msib,pengalaman keseluruhan,9.55E+17,Ditamhrni2,Sun Feb 04 07:25:11 +0000 2024,"['haloo', 'seluruh', 'mahasiswa', 'indonesia', 'dita', 'maharani', 'putri', 'siap', 'mengikuti', 'magang', 'studi', 'independen', 'bersertifikat', 'angkatan', 'magangmerdeka', 'msib']",haloo seluruh mahasiswa indonesia dita maharani putri siap ikut magang studi independen sertifikat angkat magangmerdeka msib,Hello all Indonesian students Dita Maharani Putri is ready to take part in an independent independent study internship,Positif
geger gedhen pesisir selatan jawa memberi pemahaman tntang bagaimana konflik sesederhana dipahami sbgai pertarungan rakyat vs penguasa studi kasus jogja penulis menunjukkan masyarakat dirugikan diuntungkan terjadi konflik,pengalaman keseluruhan,1.32E+18,PIN_Independen,Sun Feb 04 07:10:17 +0000 2024,"['geger', 'gedhen', 'pesisir', 'selatan', 'jawa', 'memberi', 'pemahaman', 'tntang', 'bagaimana', 'konflik', 'sesederhana', 'dipahami', 'sbgai', 'pertarungan', 'rakyat', 'vs', 'penguasa', 'studi', 'kasus', 'jogja', 'penulis', 'menunjukkan', 'masyarakat', 'dirugikan', 'diuntungkan', 'terjadi', 'konflik']",geger gedhen pesisir selatan jawa beri paham tntang bagaimana konflik sederhana paham sbgai tarung rakyat vs kuasa studi kasus jogja tulis tunjuk masyarakat rugi untung jadi konflik,Geger Gedhen Pesisir Selatan Java provides an understanding of how the conflict is as simple as understood as a battle of the people vs the ruler,Netral
pdhl program tsb dah dr dulu iisma magang magenta magang mbkm studi independen pertukaran mahasiswa merdeka dibilang diubah namanya,pengalaman keseluruhan,1.27E+18,dvwhyp,Sun Feb 04 04:51:44 +0000 2024,"['pdhl', 'program', 'tsb', 'dah', 'dr', 'dulu', 'iisma', 'magang', 'magenta', 'magang', 'mbkm', 'studi', 'independen', 'pertukaran', 'mahasiswa', 'merdeka', 'dibilang', 'diubah', 'namanya']",pdhl program tsb dah dr dulu iisma magang magenta magang mbkm studi independen tukar mahasiswa merdeka bilang ubah nama,pdhl the program was already from the first time Iismma apprenticeship Magenta Internsh,Positif
ikut magangnya studi independen bang,pengalaman keseluruhan,1.49E+18,ajiwre_,Sun Feb 04 02:01:06 +0000 2024,"['ikut', 'magangnya', 'studi', 'independen', 'bang']",ikut magang studi independen bang,joined the internship of independent studies,Netral
braw kalian studi independen,pengalaman keseluruhan,1.17E+18,ubsansfess,Sat Feb 03 15:45:53 +0000 2024,"['braw', 'kalian', 'studi', 'independen']",braw kalian studi independen,Braw you study independently,Netral
studi independen setauku engga dapet kalo kemendikbudnya kalo mitranya gatau,Pengalaman keseluruhan,1.43E+18,antonlovepage,Sat Feb 03 13:56:35 +0000 2024,"['studi', 'independen', 'setauku', 'engga', 'dapet', 'kalo', 'kemendikbudnya', 'kalo', 'mitranya', 'gatau']",studi independen tau engga dapet kalo kemendikbudnya kalo mitra gatau,Independent study after I can't get the Ministry of Education and Culture if the partner is gatau,Netral
 msib emg diberi uang saku termasuk studi independen,Administrasi,1.05E+18,collegemenfess,Sat Feb 03 13:53:33 +0000 2024,"['msib', 'emg', 'diberi', 'uang', 'saku', 'termasuk', 'studi', 'independen']",msib emg beri uang saku masuk studi independen,MSIB EMG was given an allowance including independent studies,Netral
ga lah gue kupukupu ikut studi independen magang kerja bukan kupukupu dirumah nganggur ajh,Pengalaman keseluruhan,1.24E+18,cipengie,Sat Feb 03 10:50:53 +0000 2024,"['ga', 'lah', 'gue', 'kupukupu', 'ikut', 'studi', 'independen', 'magang', 'kerja', 'bukan', 'kupukupu', 'dirumah', 'nganggur', 'ajh']",ga lah gue kupukupu ikut studi independen magang kerja bukan kupukupu rumah nganggur ajh,"I wasn't I joined an independent study of work apprenticeship, not I was unemployed at home",Netral
planning tahun latihan tiap hari buat resital cello akhir tahun jalanin studi independen sampe juni beresin hima sampe demis bulan juli bikin jurnal target tembus sinta sinta biar ga skripsi nyari duit job cello buat bayar ukt,Pengalaman keseluruhan,9.04E+17,insigaazer,Sat Feb 03 09:45:19 +0000 2024,"['planning', 'tahun', 'latihan', 'tiap', 'hari', 'buat', 'resital', 'cello', 'akhir', 'tahun', 'jalanin', 'studi', 'independen', 'sampe', 'juni', 'beresin', 'hima', 'sampe', 'demis', 'bulan', 'juli', 'bikin', 'jurnal', 'target', 'tembus', 'sinta', 'sinta', 'biar', 'ga', 'skripsi', 'nyari', 'duit', 'job', 'cello', 'buat', 'bayar', 'ukt']",planning tahun latih tiap hari buat resital cello akhir tahun jalanin studi independen sampe juni resin hima sampe demis bulan juli bikin jurnal target tembus sinta sinta biar ga skripsi nyari duit job cello buat bayar ukt,Planning Year of Exercise Every Day for Resital Cello at the end of the year to live independent studies until June clean up until Demis in July Making a Target Journal Sprott Sinta so that the thesis is not looking for Job Cello money to pay UKT,Positif
halo seluruh mahasiswa indonesia siap mengikuti magang studi independen bersertifikat angkatan,Pengalaman keseluruhan,1.63E+18,pascaIll,Sat Feb 03 06:55:56 +0000 2024,"['halo', 'seluruh', 'mahasiswa', 'indonesia', 'siap', 'mengikuti', 'magang', 'studi', 'independen', 'bersertifikat', 'angkatan']",halo seluruh mahasiswa indonesia siap ikut magang studi independen sertifikat angkat,Hello all Indonesian students are ready to take part in an independent independent study internship,Positif
rizka putra mahasiswa smt jurusan sosiogi antropologi fisip universitas negeri semarang siap mengikuti program studi independen msib dgn tetap menyalaaa abangkuhh ditengah rumitnya hidup,Pengalaman keseluruhan,1.68E+18,Ryzkaaptraa,Sat Feb 03 06:00:36 +0000 2024,"['rizka', 'putra', 'mahasiswa', 'smt', 'jurusan', 'sosiogi', 'antropologi', 'fisip', 'universitas', 'negeri', 'semarang', 'siap', 'mengikuti', 'program', 'studi', 'independen', 'msib', 'dgn', 'tetap', 'menyalaaa', 'abangkuhh', 'ditengah', 'rumitnya', 'hidup']",rizka putra mahasiswa smt jurus sosiogi antropologi fisip universitas negeri semarang siap ikut program studi independen msib dgn tetap menyalaaa abangkuhh tengah rumit hidup,Rizka Putra Student of SMT Department of Sociogi Anthropology FISIP Semarang State University is ready to take part in the MSIB independent study program while still burning in the complicated midst of life,Negatif
ikut studi independen batch,Pengalaman keseluruhan,1.51E+18,your_imajiner,Sat Feb 03 00:29:38 +0000 2024,"['ikut', 'studi', 'independen', 'batch']",ikut studi independen batch,Join Independent Batch Studies,Netral
semester kupukupu merasa salah jurusan semester staff kemuslimahan semacam rohis gitu deh kebagian pas online semester semester mbkm studi independen kerja lapangan semester skripsi,Pengalaman keseluruhan,1.46E+18,atasnamaahra,Sat Feb 03 00:29:17 +0000 2024,"['semester', 'kupukupu', 'merasa', 'salah', 'jurusan', 'semester', 'staff', 'kemuslimahan', 'semacam', 'rohis', 'gitu', 'deh', 'kebagian', 'pas', 'online', 'semester', 'semester', 'mbkm', 'studi', 'independen', 'kerja', 'lapangan', 'semester', 'skripsi']",semester kupukupu rasa salah jurus semester staff kemuslimahan macam roh gitu deh bagi pas online semester semester mbkm studi independen kerja lapang semester skripsi,"Semester I feel the wrong semester majoring in Muslim staff such as Rohis, so it gets the online semester semester of MBKM Independent Study of Field Work Thesis semester",Negatif
ga semuanya makanya binus izinin ambil ssi buat ambil kelas studi independen kampus merdeka,Pengalaman keseluruhan,1.12E+18,BaronBram,Mon Jan 29 14:44:27 +0000 2024,"['ga', 'semuanya', 'makanya', 'binus', 'izinin', 'ambil', 'ssi', 'buat', 'ambil', 'kelas', 'studi', 'independen', 'kampus', 'merdeka']",ga semua makanya bus izinin ambil ssi buat ambil kelas studi independen kampus merdeka,"not all of them, so binus permission to take ssi to take the independent study class of the Merdeka Campus",Netral
udh dikasih ekspektasi smt ikut studi independen,Pengalaman keseluruhan,1.21E+18,hutanberbabii,Mon Jan 29 09:05:55 +0000 2024,"['udh', 'dikasih', 'ekspektasi', 'smt', 'ikut', 'studi', 'independen']",udh kasih ekspektasi smt ikut studi independen,Udh was given SMT's expectations of participating in independent studies,Netral
 pernah ikut studi independen cakap sender tanya ga tia,Pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Jan 29 03:13:41 +0000 2024,"['pernah', 'ikut', 'studi', 'independen', 'cakap', 'sender', 'tanya', 'ga', 'tia']",pernah ikut studi independen cakap sender tanya ga tia,have participated in an independent study of being said to ask ga tia,Netral
selamat pagi rekan mahasiswa saran aku gimana jujur sedih aku blm magang sama sekali mata kuliah magang ku konversi aku ikut studi independen ,Pengalaman keseluruhan,1.05E+18,collegemenfess,Mon Jan 29 02:06:30 +0000 2024,"['selamat', 'pagi', 'rekan', 'mahasiswa', 'saran', 'aku', 'gimana', 'jujur', 'sedih', 'aku', 'blm', 'magang', 'sama', 'sekali', 'mata', 'kuliah', 'magang', 'ku', 'konversi', 'aku', 'ikut', 'studi', 'independen']",selamat pagi rekan mahasiswa saran aku gimana jujur sedih aku blm magang sama sekali mata kuliah magang ku konversi aku ikut studi independen,"good morning my fellow student advice, how honest, I'm sad I haven't internsed at all my internship course I am in a conversion I joined an independent study",Positif
msib dibayar kalau studi independen balik mitranya uang saku good luck,Pengalaman keseluruhan,1220297311,Broys,Sun Jan 28 08:54:32 +0000 2024,"['msib', 'dibayar', 'kalau', 'studi', 'independen', 'balik', 'mitranya', 'uang', 'saku', 'good', 'luck']",msib bayar kalau studi independen balik mitra uang saku good luck,MSIB is paid if the independent study is back to its partners' pocket money good luck,Positif
 gais emg msib dibayar kalo studi independen dibayar jg ga,Pengalaman keseluruhan,1.05E+18,collegemenfess,Sun Jan 28 08:51:46 +0000 2024,"['gais', 'emg', 'msib', 'dibayar', 'kalo', 'studi', 'independen', 'dibayar', 'jg', 'ga']",gais emg msib bayar kalo studi independen bayar jg ga,gais emg msib is paid if independent studies are paid too,Netral
huhuhu meskipun aku lolosnya studi independen but i tetep bangga jadi salah satu diterima pendaftar,Pengalaman keseluruhan,1.18E+18,Cosm1cVoyager,Sun Jan 28 02:12:44 +0000 2024,"['huhuhu', 'meskipun', 'aku', 'lolosnya', 'studi', 'independen', 'but', 'i', 'tetep', 'bangga', 'jadi', 'salah', 'satu', 'diterima', 'pendaftar']",huhuhu meski aku lolos studi independen but i tetep bangga jadi salah satu terima daftar,huhuhu even though I passed the independent study but I was still proud to be one of the registrants accepted,Positif
bangkit bukannya bagian msib magang studi independen bersertifikat iiw,Pengalaman keseluruhan,1.43E+18,narcovarga,Sat Jan 27 15:38:53 +0000 2024,"['bangkit', 'bukannya', 'bagian', 'msib', 'magang', 'studi', 'independen', 'bersertifikat', 'iiw']",bangkit bukan bagi msib magang studi independen sertifikat iiw,rise instead of the MSIB internship in Independent Study of Certified IIW,Netral
um ambil msib studi independen magang mandiri moga gak tipes,Pengalaman keseluruhan,7.41E+17,um_fess,Sat Jan 27 12:57:40 +0000 2024,"['um', 'ambil', 'msib', 'studi', 'independen', 'magang', 'mandiri', 'moga', 'gak', 'tipes']",um ambil msib studi independen magang mandiri moga gak tipes,"um take msib independent study of independent internship, hopefully not typhus",Netral
studi independen gblk,Pengalaman keseluruhan,1.36E+18,Hakai_Zero,Sat Jan 27 10:32:43 +0000 2024,"['studi', 'independen', 'gblk']",studi independen gblk,Independent Study GBLK,Netral
plis lah nangis bbanget aku pernah lolo studi independen allah,Pengalaman keseluruhan,1.73E+18,jalanmalam311,Sat Jan 27 02:44:43 +0000 2024,"['plis', 'lah', 'nangis', 'bbanget', 'aku', 'pernah', 'lolo', 'studi', 'independen', 'allah']",plis lah nang bbanget aku pernah lolo studi independen allah,please cry bbanget I once lolo of God's independent study,Netral
kok si dulu aku nga liat wa isi nya pengumuman aku lolos studi independen kek plis lah zul kamu ngapain aja sampe ga liat kalo kamu lolos kek allah nyesel banget deh andai waktu liat ikutin alur nya,Pengalaman keseluruhan,1.22E+18,flaintudemun,Sat Jan 27 02:40:39 +0000 2024,"['kok', 'si', 'dulu', 'aku', 'nga', 'liat', 'wa', 'isi', 'nya', 'pengumuman', 'aku', 'lolos', 'studi', 'independen', 'kek', 'plis', 'lah', 'zul', 'kamu', 'ngapain', 'aja', 'sampe', 'ga', 'liat', 'kalo', 'kamu', 'lolos', 'kek', 'allah', 'nyesel', 'banget', 'deh', 'andai', 'waktu', 'liat', 'ikutin', 'alur', 'nya']",kok si dulu aku nga liat wa isi nya umum aku lolos studi independen kek plis lah zul kamu ngapain aja sampe ga liat kalo kamu lolos kek allah nyesel banget deh andai waktu liat ikutin alur nya,"how come I didn't see the contents of the announcement, I passed the independent study of the plis, what are you doing until you don't see if you pass God, if you are very sorry if you see the plot.",Negatif
studi independen akuu hmm kayak bootcamptraining lebih tepatnya,Pengalaman keseluruhan,1.31E+18,flurrysulky,Sat Jan 27 00:09:04 +0000 2024,"['studi', 'independen', 'akuu', 'hmm', 'kayak', 'bootcamptraining', 'lebih', 'tepatnya']",studi independen akuu hmm kayak bootcamptraining lebih tepat,Independent study I hmm like bootcamptraining more precisely,Positif
ikut organisasi gak preferensi km lakuin kayak kerja kursus studi independen magang mandiri byk banget km lakuin pokoknya selama kuliah cari pengalaman sebanyak mungkin,Pengalaman keseluruhan,1.59E+18,fullunacy,Fri Jan 26 16:19:38 +0000 2024,"['ikut', 'organisasi', 'gak', 'preferensi', 'km', 'lakuin', 'kayak', 'kerja', 'kursus', 'studi', 'independen', 'magang', 'mandiri', 'byk', 'banget', 'km', 'lakuin', 'pokoknya', 'selama', 'kuliah', 'cari', 'pengalaman', 'sebanyak', 'mungkin']",ikut organisasi gak preferensi km lakuin kayak kerja kursus studi independen magang mandiri byk banget km lakuin pokok lama kuliah cari alam banyak mungkin,"Join the organization not preference for KM do like the work of independent study courses independent internship by really, so during college looking for as many experiences as possible",Positif
kakk mungkin kalo mau bs ikut pelatihan online brevet pajak ab udh plus gelar profesi ctt jugaa kak udah gt bs dapet course studi independen bersertifikat utk tambah portofolio,Pengalaman keseluruhan,1.69E+18,darlshoyo,Fri Jan 26 09:45:36 +0000 2024,"['kakk', 'mungkin', 'kalo', 'mau', 'bs', 'ikut', 'pelatihan', 'online', 'brevet', 'pajak', 'ab', 'udh', 'plus', 'gelar', 'profesi', 'ctt', 'jugaa', 'kak', 'udah', 'gt', 'bs', 'dapet', 'course', 'studi', 'independen', 'bersertifikat', 'utk', 'tambah', 'portofolio']",kakk mungkin kalo mau bs ikut latih online brevet pajak ab udh plus gelar profesi ctt jugaa kak udah gt bs dapet course studi independen sertifikat utk tambah portofolio,"Kakk maybe if you want to take part in the AB Tax Brevet online training plus the CTT profession also, sis, you can get a course of certified independent studies for adding a portfolio",Netral
studi independen kak,Pengalaman keseluruhan,1.37E+18,rfpramsw,Wed Jan 24 03:37:38 +0000 2024,"['studi', 'independen', 'kak']",studi independen kak,Independent study sis,Netral
iyaa nder emg segabut aku aja sampe ikut studi independen smbl magang wkwkwk,Pengalaman keseluruhan,2884423886,markwuff,Wed Jan 24 03:30:26 +0000 2024,"['iyaa', 'nder', 'emg', 'segabut', 'aku', 'aja', 'sampe', 'ikut', 'studi', 'independen', 'smbl', 'magang', 'wkwkwk']",iyaa nder emg segabut aku aja sampe ikut studi independen smbl magang wkwkwk,"Yes, I just fierce me until I joined the independent study of the internship wkwkwk",Netral
studi independen kak,Pengalaman keseluruhan,1.04E+18,hanjinisme,Wed Jan 24 02:29:45 +0000 2024,"['studi', 'independen', 'kak']",studi independen kak,Independent study sis,Netral
nih kalian tuh kalo emang benerÃ¢Â² gaada pengalaman sadar diri lah msib tuh udah dibuka semester kalian ikut studi independen bersertifikat sib nya dulu buat nambahin sertif cv kalian jangan maunya cepet doang la,Administrasi,1.74E+18,KoryArjana,Tue Jan 23 22:00:27 +0000 2024,"['nih', 'kalian', 'tuh', 'kalo', 'emang', 'benerÃ¢Â²', 'gaada', 'pengalaman', 'sadar', 'diri', 'lah', 'msib', 'tuh', 'udah', 'dibuka', 'semester', 'kalian', 'ikut', 'studi', 'independen', 'bersertifikat', 'sib', 'nya', 'dulu', 'buat', 'nambahin', 'sertif', 'cv', 'kalian', 'jangan', 'maunya', 'cepet', 'doang', 'la']",nih kalian tuh kalo emang bener gaada alam sadar diri lah msib tuh udah buka semester kalian ikut studi independen sertifikat sib nya dulu buat nambahin sertif cv kalian jangan mau cepet doang la,"Here are you guys, if you really don't have your self -awareness experience, you've opened the semester, you will take part in the SIB certified independent study first to add your CV certificate, don't want to hurry up and",Positif
happy th anniversary fromis_ terima kasih menamani stres lelah nya skripsian studi independen ku semoga kalian sehat terus terus menemani ku stres fromis__happy_th_anniversary Ã­Ã«ÅÃ«Ã¬Å¡Ã«Ã¬_xd__Ã«_xd_Ã«Ã¬Â¼Ã«_Ã¬Ã­Ã­,Pengalaman keseluruhan,531101611,alungzii,Tue Jan 23 16:05:18 +0000 2024,"['happy', 'th', 'anniversary', 'fromis_', 'terima', 'kasih', 'menamani', 'stres', 'lelah', 'nya', 'skripsian', 'studi', 'independen', 'ku', 'semoga', 'kalian', 'sehat', 'terus', 'terus', 'menemani', 'ku', 'stres', 'fromis__happy_th_anniversary', 'Ã­Ã«ÅÃ«Ã¬Å¡Ã«Ã¬_xd__Ã«_xd_Ã«Ã¬Â¼Ã«_Ã¬Ã­Ã­']",happy th anniversary fromis terima kasih taman stres lelah nya skripsi studi independen ku moga kalian sehat terus terus tani ku stres fromis happy th anniversary xd xd,"Happy th anniversary from thank you stress the tired stress of my independent study, hopefully you are healthy and continue to accompany me stress from__happy_th_anniversary ÃÃ «Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã Ã ã Ã Ã Ã Ã Ã Ã ã Ã Ã Ã Ã Ã Ã ã Ã Ã Ã Ã Ã ã Ã Ã Ã Ã Ã ã Ã Ã Ã Ã Ã ã Ã Ã Ã ã Ã Ã Ã Ã ã Ã Ã ã Ã Ã Ã Ã Ã ove",Positif
emang studi independen liat cv kalo magang wajar lah tuh daftar sekian ribu loh beberapa ribu punya pengalaman pintar mempercantik cv kamu selama semester gak ngapain ngarep ap,Pengalaman keseluruhan,1.14E+18,bluehour304,Tue Jan 23 14:46:02 +0000 2024,"['emang', 'studi', 'independen', 'liat', 'cv', 'kalo', 'magang', 'wajar', 'lah', 'tuh', 'daftar', 'sekian', 'ribu', 'loh', 'beberapa', 'ribu', 'punya', 'pengalaman', 'pintar', 'mempercantik', 'cv', 'kamu', 'selama', 'semester', 'gak', 'ngapain', 'ngarep', 'ap']",emang studi independen liat cv kalo magang wajar lah tuh daftar sekian ribu loh beberapa ribu punya alam pintar cantik cv kamu lama semester gak ngapain ngarep ap,"It is indeed an independent study to see CV if an apprentice is natural, a list of thousands of thousands of thousands of smart experience",Positif
nay menurutku organisasi cukup smpe smt aja periode trs selanjutnya pikirin ranah lebih profesional intern magang studi independen nyicil outlinetaskripsi,Pengalaman keseluruhan,1.57E+18,beealtz,Tue Jan 23 13:57:43 +0000 2024,"['nay', 'menurutku', 'organisasi', 'cukup', 'smpe', 'smt', 'aja', 'periode', 'trs', 'selanjutnya', 'pikirin', 'ranah', 'lebih', 'profesional', 'intern', 'magang', 'studi', 'independen', 'nyicil', 'outlinetaskripsi']",nay turut organisasi cukup smpe smt aja periode trs lanjut pikirin ranah lebih profesional intern magang studi independen nyicil outlinetaskripsi,"Nay, in my opinion, the organization is enough for SMT, then the next period will think of the realm of more professional internsh",Positif
klo dah ikut studi independen ikut magang mandiri ga,Pengalaman keseluruhan,1.49E+18,kayshilayu,Mon Jan 22 17:18:15 +0000 2024,"['klo', 'dah', 'ikut', 'studi', 'independen', 'ikut', 'magang', 'mandiri', 'ga']",klo dah ikut studi independen ikut magang mandiri ga,"if you have joined an independent study, join an independent internship",Netral
hemish goblok ketinggalan form studi independen buat sempro plsss mba elyana bolehin buka lg,Pengalaman keseluruhan,1639495381,hemishrp,Mon Jan 22 07:27:48 +0000 2024,"['hemish', 'goblok', 'ketinggalan', 'form', 'studi', 'independen', 'buat', 'sempro', 'plsss', 'mba', 'elyana', 'bolehin', 'buka', 'lg']",hemish goblok tinggal form studi independen buat sempro plsss mba elyana bolehin buka lg,Hemish Goblok missed an independent study form for Sempro Plsss mba Elyana to open it again,Netral
